review_content,date_text
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
"The hotel rooms update is way over due.”
The Shilla Hotel WAS my favorite place to stay. The lobby and common area are still fabulous and staffs are friendly and restaurants serve good food. However, rooms are outdated and carpets are dirty and walls and doors are old and not upto par of the overall hotel image. The rooms smell!! There are old and new building. Rooms in new building are relatively clean and nice. But rooms in old building quite different. I had to ask to move to rooms in new building. I had to pay $100 surcharge per night per room. Since I had two rooms for 5 nights. I had to pay $1,000 additionally, which made the room charge $450 per night. I can get much cleaner rooms at fraction of the cost at othe hotels. I always stayed at Shilla whenever I come to Korea, whether it be Jeju or Seoul. But This will be my last time until Shilla updates the rooms. Not worth the money for 5 star hotels. Rooms in old building are that of 3 star hotels. Old building still makes up 70% of the entire hotels.",Stayed 5 nights in October 2016
"Hotel with great children facilities”
This hotel is a resort that allows us to visit the sites in Jeju while coming back to a very comfortable environment to enjoy our family vacation",Stayed 3 nights in June 2016
"Perfect Hotel for Relaxing”
The hotel offers many facilities to enjoy our life and it was very relaxing.",Stayed 2 nights in September 2016
"Would definitely go there again”
One of my favorite hotels in Korea. Very clean, luxurious. Very comfortable stay",Stayed 2 nights in June 2016
"A very nice resort”
Make you feel great once you arrived the front door. No need to stand in front of the front desk for check in. Instead you were led to sit comfortable with a glass of orange juice during the process of checking in.",Stayed 2 nights in October 2016
